"Original names"	"Glucose"	"Inulin"	"Sucrose"	"Raffinose"	"Melibiose"	"Galactose"	"Lactose"	"Trehalose"	"Maltose"	"Melezitose"	"Methyl-D-glucoside"	"Soluble Starch"	"Cellobiose"	"Salicin"	"L-Sorbose"	"L-Rhamnose"	"D-Xylose"	"L-Arabinose"	"D-Arabinose"	"D-Ribose"	"Methanol"	"Ethanol"	"Glycerol"	"Erythritol"	"Ribitol"	"Galactitol"	"D-Mannitol"	"D-Glucitol"	"myo-Inositol"	"DL-Lactate"	"Succinate"	"Citrate"	"D-Gluconate"	"D-Glucosamine"	"N-Acetyl-D-glucosamine"	"Hexadecane"	"Nitrate"	"Nitrite"	"Vitamin-free"	"2-Keto-D-gluconate"	"5-Keto-D-gluconate"	"Saccharate"	"Xylitol"	"L-Arabinitol"	"Arbutin"	"Propane 1,2 diol"	"Butane 2,3 diol"	"Cadaverine"	"Creatinine"	"L-Lysine"	"Ethylamine"	"50% Glucose"	"10% NaCl/5% glucose"	"Starch formation"	"Urease"	"Gelatin liquefaction"	"0.01% Cycloheximide"	"0.1% Cycloheximide"	"Growth at 19 ℃"	"Growth at 25℃"	"Growth at 30℃"	"Growth at 35℃"	"Growth at 37℃"	"Growth at 40℃"	"Growth at 45℃"	"CoQ (Main component)"	"Mol % G+C (Ave.)"	"DBB"	"OG1179_aa_aligned.fasta"	"OG1179_s1_aa_aligned.fasta"	"OG1179_s1_R_aa_aligned.fasta"	"OG1179_s2_aa_aligned.fasta"
"yHMPu5000035018_Candida_canberraensis"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"n"	"0"	"1"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"n"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	2	2	2	2
"Candida_carpophila"	1	"v"	"1"	"v"	"v"	"1"	"0"	"1"	"1"	"v"	"1"	"v"	"v"	"v"	"v"	"0"	"1"	"1"	"v"	"v"	"0"	"1"	"1"	"0"	"1"	"v"	"v"	"v"	"0"	"0"	"1"	"v"	"v"	"v"	"v"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"v"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"9"	"48.2"	"0"	3	3	3	3
"Tortispora_caseinolytica"	1	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"v"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"46.9"	"0"	NA	NA	NA	NA
"Nakaseomyces_castellii"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"n"	"1"	"0"	"1"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"6"	"43.3"	"0"	NA	NA	NA	NA
"yHMPu5000035033_Candida_cretensis"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"n"	"1"	"0"	"n"	"1"	"0"	"n"	"1"	"0"	"1"	"0"	"1"	"1"	"n"	"n"	"0"	"0"	"n"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	2	2	2	2
"Yarrowia_deformans"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"n"	"n"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"9"	"47.2"	"0"	NA	NA	NA	NA
"Candida_dubliniensis"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"v"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"v"	"n"	"n"	"n"	"0"	2	2	2	2
"yHMPu5000035022_Candida_emberorum"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"n"	"n"	"0"	"0"	"0"	"1"	"n"	"n"	"0"	"n"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"n"	"0"	"0"	"1"	"1"	"1"	"1"	"n"	"0"	"0"	"n"	"n"	"0"	4	4	3	1
"yHMPu5000035302_Candida_fragi"	1	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"9"	"37.1"	"0"	1	1	1	1
"yHMPu5000034967_Candida_freyschussii"	1	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"44.5"	"0"	1	1	1	1
"yHMPu5000034988_Candida_fructus"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"8"	"48.8"	"0"	1	1	1	1
"yHMPu5000035032_Candida_gatunensis"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"n"	"n"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"n"	"0"	"0"	"n"	"1"	"0"	"1"	"1"	"1"	"1"	"n"	"0"	"0"	"n"	"n"	"0"	2	2	2	2
"Candida_glabrata"	1	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"0"	"v"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"6"	"39.4"	"0"	NA	NA	NA	NA
"yHMPu5000041863_Candida_gorgasii"	1	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"0"	"0"	"n"	"1"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"n"	"0"	"0"	"n"	"0"	"0"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"n"	"0"	5	5	5	5
"yHMPu5000035681_Candida_gotoi"	1	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"8"	"41.6"	"0"	2	2	2	2
"yHMPu5000041743_Candida_hawaiiana"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"v"	"v"	"0"	"v"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"n"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	1	1	1	1
"yHMPu5000035633_Candida_hispaniensis"	1	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"n"	"n"	"0"	NA	NA	NA	NA
"Candida_homilentoma"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"v"	"1"	"0"	"0"	"0"	"0"	"v"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"8"	"48.7"	"0"	2	2	2	2
"yHMPu5000035244_Candida_incommunis"	1	"0"	"1"	"0"	"0"	"v"	"0"	"1"	"1"	"v"	"1"	"0"	"1"	"1"	"1"	"0"	"v"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"8"	"48.9"	"0"	2	2	1	1
"Candida_infanticola"	1	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"n"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"0"	NA	NA	NA	NA
"Candida_intermedia"	1	"v"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"v"	"v"	"1"	"1"	"1"	"v"	"1"	"v"	"v"	"v"	"0"	"1"	"v"	"0"	"v"	"v"	"1"	"1"	"0"	"0"	"1"	"1"	"v"	"v"	"1"	"1"	"0"	"0"	"v"	"1"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"v"	"n"	"0"	"n"	"0"	"v"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"9"	"44.1"	"0"	2	2	2	2
"Metschnikowia_ipomoeae"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"v"	"0"	"0"	"0"	"1"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"n"	"n"	"0"	1	1	1	1
"Metschnikowia_kipukae"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"n"	"1"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	1	1	1	1
"yHMPu5000035031_Candida_kruisii"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"v"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"9"	"44.8"	"0"	3	3	3	3
"Sugiyamaella_lignohabitans"	1	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"v"	"1"	"1"	"1"	"1"	"0"	"n"	"0"	"1"	"1"	"0"	"n"	"n"	"n"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"0"	NA	NA	NA	NA
"Scheffersomyces_lignosus"	1	"0"	"1"	"v"	"0"	"1"	"v"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"v"	"v"	"1"	"0"	"1"	"1"	"v"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"v"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"44.1"	"0"	2	2	2	2
"yHMPu5000035037_Candida_montana"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"7"	"35.6"	"0"	NA	NA	NA	NA
"yHMPu5000035689_Candida_mycetangii"	1	"v"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"v"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"v"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"1"	"v"	"v"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"0"	3	3	2	2
"Nakaseomyces_nivariensis"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"n"	"n"	"0"	"n"	"0"	"0"	"0"	"n"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"0"	"0"	"n"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"34.1"	"0"	NA	NA	NA	NA
"yHMPu5000034973_Danielozyma_ontarioensis"	1	"0"	"1"	"v"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"v"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"v"	"1"	"1"	"0"	"0"	"0"	"0"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"n"	"v"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	2	2	2	2
"yHMPu5000035673_Candida_orba"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"v"	"v"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"n"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"33.700000000000003"	"0"	NA	NA	NA	NA
"yHMPu5000034986_Candida_oregonensis"	1	"0"	"1"	"v"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"v"	"v"	"0"	"1"	"0"	"0"	"v"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"v"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"9"	"48.1"	"0"	1	1	1	1
"Candida_orthopsilosis"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"v"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"v"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"n"	"n"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"n"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"n"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"0"	1	1	1	1
"Candida_parapsilosis"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"v"	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"0"	"v"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"v"	"v"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"v"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"n"	"0"	"v"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"9"	"40.5"	"0"	2	2	2	2
"Nakazawaea_peltata"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"v"	"1"	"v"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"7"	"n"	"0"	1	1	1	1
"yHMPu5000035261_Candida_ponderosae"	1	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"v"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"n"	"n"	"0"	1	1	1	NA
"yHMPu5000035011_Candida_pyralidae"	1	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"n"	"n"	"0"	NA	NA	NA	NA
"yHMPu5000034648_Candida_restingae"	1	"v"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"v"	"v"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"n"	"n"	"0"	1	1	1	1
"yHMPu5000035679_Candida_rhagii"	1	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"v"	"0"	"1"	"1"	"v"	"v"	"1"	"v"	"0"	"v"	"0"	"1"	"1"	"v"	"1"	"0"	"1"	"1"	"0"	"v"	"1"	"0"	"v"	"1"	"1"	"1"	"0"	"0"	"v"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"v"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"8"	"42.4"	"0"	2	2	2	2
"yHMPu5000035691_Candida_salmanticensis"	1	"1"	"1"	"1"	"1"	"1"	"v"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"v"	"1"	"0"	"0"	"1"	"v"	"0"	"1"	"0"	"1"	"v"	"0"	"1"	"1"	"v"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"1"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"0"	"0"	"0"	"9"	"45.5"	"0"	3	3	3	3
"yHMPu5000034643_Candida_schatavii"	1	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"v"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"v"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"n"	"44.2"	"0"	NA	NA	NA	NA
"yHMPu5000034614_Saturnispora_silvae"	1	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"v"	"0"	"0"	"1"	"v"	"0"	"v"	"0"	"1"	"1"	"0"	"v"	"1"	"v"	"v"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"7"	"41.7"	"0"	NA	NA	NA	NA
"Candida_sojae"	1	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"v"	"1"	"0"	"1"	"0"	"0"	"v"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"v"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"n"	"n"	"0"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"0"	"n"	"0"	"n"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"n"	"n"	"9"	"31"	"0"	4	4	4	4
"Candida_sorboxylosa"	1	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"n"	"n"	"1"	"n"	"n"	"n"	"n"	"1"	"n"	"1"	"1"	"v"	"n"	"0"	"n"	"0"	"0"	"0"	"1"	"1"	"1"	"n"	"v"	"n"	"n"	"7"	"40.299999999999997"	"0"	NA	NA	NA	NA
